n_reps,opps_covered,revenue_retained,gross_margin_retained,sales_effort_cost,commission_cost,acquisition_cost,serving_cost,salesforce_cost,net_margin,net_margin_vs_baseline,revenue_share_retained,contribution_share_of_baseline,cost_share_of_baseline,marginal_revenue_last_batch,marginal_cost_last_rep,marginal_roi,baseline_reps,baseline_cost,baseline_revenue,baseline_gross_margin,baseline_effort_cost,baseline_commission_cost,baseline_acquisition_cost,baseline_serving_cost,baseline_total_cost,baseline_contribution
85,8500,259320540.0,170187229.20999998,11475000.0,18152437.800000004,17303350.0,20745643.2,67676431.0,102510798.20999996,-18158348.10000004,0.6736725189467858,0.8495195445126371,0.5111156174850682,-134041.95999999996,366439.8,-0.3657953093523137,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
86,8600,260328569.0,170840776.91000003,11610000.0,18222999.83,17521750.0,20826285.520000003,68181035.35,102659741.56000003,-18009404.74999997,0.6762912140783068,0.8507538563028061,0.5149265625973467,148943.35000000003,504604.35000000003,0.29516858108734106,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
87,8700,261172547.0,171403257.23000002,11745000.0,18282078.290000003,17729250.0,20893803.759999998,68650132.05000001,102753125.18000004,-17916021.129999965,0.6784837314361516,0.8515277378032197,0.518469341758983,93383.61999999994,469096.7,0.19907115100148848,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
88,8800,261792886.0,171815442.39,11880000.0,18325502.020000003,17921600.0,20943430.880000003,69070532.9,102744909.48999998,-17924236.820000023,0.6800952711033562,0.851459653373593,0.5216443531605002,-8215.689999999944,420400.85,-0.019542515197102824,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
89,8900,262600469.0,172316515.85,12015000.0,18382032.83,18132600.0,21008037.52,69537670.35,102778845.49999999,-17890300.810000017,0.6821932401800387,0.8517408852463438,0.5251723353941843,33936.01000000007,467137.45,0.07264673384675124,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
90,9000,263475349.0,172898054.25,12150000.0,18443274.430000003,18350350.0,21078027.92,70021652.35000001,102876401.89999999,-17792744.41000001,0.6844660358998693,0.8525493470858714,0.5288275334465411,97556.40000000002,483982.0,0.20157030633370668,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
91,9100,264621587.0,173608721.81,12285000.0,18523511.090000004,18581050.0,21169726.96,70559288.05000001,103049433.75999999,-17619712.550000012,0.687443775498794,0.8539832833097631,0.5328879426425804,173031.86,537635.7000000001,0.32183848654395525,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
92,9200,265515221.0,174173577.53000003,12420000.0,18586065.470000003,18801100.0,21241217.68,71048383.15,103125194.38000003,-17543951.929999977,0.6897652910555505,0.8546111208499858,0.5365817565797459,75760.62000000011,489095.1,0.1548995686115034,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
93,9300,265771659.0,174335596.33,12555000.0,18604016.130000003,19027350.0,21261732.72,71448098.85,102887497.48000002,-17781648.829999983,0.6904314752051504,0.8526412975167754,0.5396005466342033,-237696.9,399715.7,-0.5946649080834202,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
94,9400,266850198.0,175005923.75,12690000.0,18679513.860000003,19228650.0,21348015.84,71946179.7,103059744.04999998,-17609402.26000002,0.6932333438304137,0.8540687259462222,0.5433622240371567,172246.57000000007,498080.85,0.3458205028360357,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
95,9500,268609172.0,176189126.07,12825000.0,18802642.040000003,19414250.0,21488733.759999998,72530625.80000001,103658500.27000001,-17010646.03999999,0.697802871741091,0.8590306921016951,0.5477761614282737,598756.22,584446.1000000001,1.0244849268392755,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
96,9600,269517889.0,176763306.97000003,12960000.0,18866252.230000004,19639900.0,21561431.119999997,73027583.35,103735723.62,-16933422.689999998,0.7001635704747885,0.8596706514646428,0.5515293552843756,77223.35000000003,496957.55,0.1553922462793855,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
97,9700,270314070.0,177261799.13000003,13095000.0,18921984.900000002,19849350.0,21625125.599999998,73491460.5,103770338.63000003,-16898807.679999977,0.7022319190128857,0.8599575102935857,0.5550327146142946,34615.01000000001,463877.15,0.07462107154879262,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
98,9800,270923636.0,177644149.01000002,13230000.0,18964654.520000003,20080350.0,21673890.880000003,73948895.4,103695253.61000001,-16973892.699999988,0.7038154721810393,0.8593352715333386,0.5584874198627544,-75085.02000000008,457434.9,-0.1641436191248199,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
99,9900,271257179.0,177848511.66,13365000.0,18988002.53,20317150.0,21700574.32,74370726.85,103477784.81,-17191361.5,0.7046819625600393,0.8575330809431994,0.5616732356461157,-217468.80000000002,421831.45,-0.5155348184683717,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
100,10000,272778951.0,178873085.66000003,13500000.0,19094526.57,20524800.0,21822316.08,74941642.65,103931443.01000004,-16737703.299999967,0.7086352783155235,0.8612926020293483,0.5659849875712282,453658.20000000007,570915.8,0.7946148976784319,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
101,10100,273566125.0,179404937.92000002,13635000.0,19149628.75,20747300.0,21885290.0,75417218.75,103987719.17000002,-16681427.139999986,0.7106802281348839,0.861758969462291,0.5695767013838646,56276.16000000015,475576.1,0.1183326075469313,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
102,10200,274619801.0,180099821.52,13770000.0,19223386.07,20964900.0,21969584.08,75927870.15,104171951.37000002,-16497194.939999983,0.7134175067363929,0.8632857242760419,0.573433315891663,184232.20000000007,510651.4,0.3607788013505888,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
103,10300,276030761.0,181004274.32000002,13905000.0,19322153.270000003,21172000.0,22082460.88,76481614.15,104522660.17000002,-16146486.139999986,0.7170829509674328,0.8661920910709061,0.5776153804938677,350708.80000000016,553744.0,0.6333410384582048,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
104,10400,277302152.0,181868820.20000005,14040000.0,19411150.64,21332000.0,22184172.16,76967322.8,104901497.40000007,-15767648.909999937,0.7203858176726166,0.8693315616115098,0.5812836187992031,378837.23,485708.65,0.7799680528646133,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
105,10500,278071277.0,182352676.88,14175000.0,19464989.390000004,21497100.0,22245702.16,77382791.55,104969885.32999998,-15699260.98000002,0.7223838791302047,0.8698983007663906,0.5844213812899881,68387.92999999993,415468.75,0.16460426927416305,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
106,10600,279521620.0,183309901.98000002,14310000.0,19566513.400000002,21706450.0,22361729.6,77944693.0,105365208.98000002,-15303937.329999983,0.7261516339796542,0.8731743962894704,0.5886650537523037,395323.65,561901.45,0.7035462357322624,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
107,10700,280496475.0,183914312.08,14445000.0,19634753.25,21946450.0,22439718.0,78465921.25,105448390.83000001,-15220755.47999999,0.7286841484633039,0.8738637344719606,0.5926015482587799,83181.84999999998,521228.25,0.15958814588426468,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
108,10800,282014269.0,184892760.54,14580000.0,19740998.830000002,22161150.0,22561141.519999996,79043290.35,105849470.18999998,-14819676.12000002,0.7326271300228144,0.8771875282690063,0.5969620377187411,401079.3600000001,577369.1,0.6946671721780748,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
109,10900,283923926.0,186144427.3,14715000.0,19874674.82,22377350.0,22713914.08,79680938.9,106463488.40000002,-14205657.909999982,0.7375881078208492,0.8822759724055267,0.6017777782587781,614018.21,637648.55,0.9629414353721967,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
110,11000,285080426.0,186879851.62,14850000.0,19955629.82,22571050.0,22806434.08,80183113.9,106696737.72000001,-13972408.589999989,0.7405925064240679,0.884208938098354,0.6055703760866772,233249.32000000007,502175.0,0.4644781600039828,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
111,11100,285544733.0,187174527.82,14985000.0,19988131.310000002,22729200.0,22843578.639999997,80545909.95,106628617.86999999,-14040528.440000013,0.7417987003732809,0.8836444205552778,0.6083103362822273,-68119.84999999998,362796.05,-0.18776348309194651,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
112,11200,285874678.0,187386064.52000004,15120000.0,20011227.46,22940050.0,22869974.24,80941251.7,106444812.82000004,-14224333.489999965,0.7426558437344041,0.8821212055859122,0.6112960927661778,-183805.05,395341.75,-0.4649269903823717,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
113,11300,286836519.0,188040116.4,15255000.0,20078556.330000002,23100850.0,22946921.520000003,81381327.85,106658788.54999998,-14010357.76000002,0.7451545499660674,0.8838944486769857,0.6146196987812127,213975.72999999998,440076.15,0.48622432731244347,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
114,11400,288349896.0,188996402.34,15390000.0,20184492.72,23286850.0,23067991.680000003,81929334.4,107067067.94,-13602078.370000005,0.7490860568791184,0.887277910004798,0.6187584321932793,408279.3899999999,548006.55,0.7450264782419113,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
115,11500,289486178.0,189752959.26000002,15525000.0,20264032.46,23481450.0,23158894.240000002,82429376.7,107323582.56,-13345563.75,0.7520379324119008,0.889403678089218,0.6225349231393392,256514.61999999994,500042.3,0.5129858413978177,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
116,11600,291907934.0,191313718.98000002,15660000.0,20433555.380000003,23694900.0,23352634.72,83141090.1,108172628.88000003,-12496517.429999977,0.7583292599897105,0.8964398289692352,0.6279100268281462,849046.3200000002,711713.4,1.192960986824191,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
117,11700,292272142.0,191555974.12,15795000.0,20459049.94,23916600.0,23381771.360000003,83552421.3,108003552.82000001,-12665593.489999995,0.7592754130433041,0.8950386749446128,0.631016541122301,-169076.06,411331.2,-0.4110460378400666,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
118,11800,292944926.0,191991595.56,15930000.0,20506144.82,24096650.0,23435594.080000002,83968388.9,108023206.66000001,-12645939.649999991,0.7610231962770854,0.8952015487247049,0.6341580710993736,19653.840000000026,415967.6,0.047248487622593746,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
119,11900,294303561.0,192901908.92000002,16065000.0,20601249.270000003,24310100.0,23544284.88,84520634.15,108381274.77000001,-12287871.539999992,0.7645527086820004,0.8981689030232106,0.6383288166275612,358068.11,552245.25,0.6483860386304816,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
120,12000,295827210.0,193846571.3,16200000.0,20707904.700000003,24466300.0,23666176.8,85040381.5,108806189.80000003,-11862956.509999976,0.7685109005777166,0.9016902259379217,0.642254126869342,424915.0299999999,519747.35,0.8175415035786135,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
121,12100,296455255.0,194243036.20000002,16335000.0,20751867.85,24632700.0,23716420.4,85435988.25,108807047.95000002,-11862098.359999985,0.7701424591775944,0.9016973375321131,0.645241884724178,858.1499999999651,395606.75,0.0021691995902495724,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
122,12200,297356946.0,194832154.7,16470000.0,20814986.220000003,24796700.0,23788555.679999996,85870241.89999999,108961912.8,-11707233.510000005,0.7724849055078451,0.9029807215182908,0.6485215172223056,154864.84999999998,434253.65,0.3566230243545448,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
123,12300,298866017.0,195767778.71999997,16605000.0,20920621.19,24956700.0,23909281.36,86391602.55,109376176.16999997,-11292970.14000003,0.7764052261343545,0.9064137728215272,0.6524590116589901,414263.37,521360.65,0.7945811982549891,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
124,12400,299925057.0,196424383.52,16740000.0,20994753.990000002,25116700.0,23994004.560000002,86845458.55000001,109578924.97,-11090221.340000004,0.7791564395340543,0.9080939769681544,0.6558866878272165,202748.80000000005,453856.0,0.4467249524078123,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
125,12500,300438536.0,196742740.5,16875000.0,21030697.520000003,25276700.0,24035082.88,87217480.4,109525260.1,-11143886.210000008,0.7804903743290238,0.90764924961538,0.6586963244284829,-53664.87000000005,372021.85000000003,-0.14425193036376774,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
126,12600,301409052.0,197383727.18,17010000.0,21098633.64,25456450.0,24112724.160000004,87677807.80000001,109705919.38000003,-10963226.929999977,0.7830116167975076,0.9091463952033326,0.6621728748289658,180659.2799999999,460327.4,0.39245823733281987,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
127,12700,302828153.0,198348235.86,17145000.0,21197970.71,25620550.0,24226252.24,88189772.95,110158462.91000001,-10510683.399999991,0.786698210020358,0.9128966788826204,0.6660394112273329,452543.5299999999,511965.15,0.8839342482588901,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
128,12800,303236302.0,198614429.98,17280000.0,21226541.14,25786650.0,24258904.16,88552095.3,110062334.67999998,-10606811.630000025,0.7877585146338515,0.9121000524628637,0.6687757938780209,-96128.22999999998,362322.35,-0.26531134499431236,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
129,12900,304021680.0,199148487.02,17415000.0,21281517.6,25954950.0,24321734.4,88973202.0,110175285.02000001,-10493861.289999992,0.7897987987377847,0.9130360857692555,0.6719561361008193,112950.34000000003,421106.7,0.2682226143635331,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
130,13000,304626133.0,199549576.36,17550000.0,21323829.310000002,26112450.0,24370090.64,89356369.95,110193206.41000001,-10475939.899999991,0.791369069164859,0.9131846025239359,0.6748499518719958,17921.390000000072,383167.95,0.04677163108240152,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
131,13100,305954533.0,200411902.54000002,17685000.0,21416817.310000002,26287750.0,24476362.64,89865929.95,110545972.59000002,-10123173.719999984,0.7948200359651322,0.9161080190789328,0.6786983237526834,352766.18000000005,509560.0,0.6922956668498313,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
132,13200,306612920.0,200834643.66000003,17820000.0,21462904.400000002,26495800.0,24529033.6,90307738.0,110526905.66000003,-10142240.649999976,0.7965304181382212,0.9159500090939197,0.6820350096704976,-19066.929999999993,441808.05000000005,-0.0431565925519012,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
133,13300,307100051.0,201136664.88,17955000.0,21497003.570000004,26655800.0,24568004.080000002,90675807.65,110460857.23,-10208289.079999998,0.7977959051213467,0.9154026576621763,0.6848147979019021,-66048.43000000005,368069.65,-0.17944546636757486,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
134,13400,307586399.0,201438200.64,18090000.0,21531047.93,26816100.0,24606911.92,91044059.85,110394140.78999998,-10275005.520000026,0.7990593579980249,0.9148497703497176,0.6875959648135147,-66716.43999999994,368252.19999999995,-0.18117051303427367,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
135,13500,308503927.0,202062119.68,18225000.0,21595274.89,27020650.0,24680314.16,91521239.05,110540880.63000003,-10128265.679999977,0.8014429462743882,0.9160658213825398,0.6911997857871567,146739.84000000003,477179.2,0.30751516411444596,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
136,13600,310570573.0,203461438.95999998,18360000.0,21739940.110000003,27179150.0,24845645.84,92124735.95,111336703.00999996,-9332443.300000042,0.8068117559205169,0.922660898950715,0.6957576013536103,795822.3799999998,603496.9,1.3186851166923967,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
137,13700,311090052.0,203814684.68,18495000.0,21776303.64,27338750.0,24887204.159999996,92497257.8,111317426.88000003,-9351719.429999977,0.8081612777380711,0.9225011552996709,0.6985710141263587,-19276.130000000063,372521.85000000003,-0.051744964758443195,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
138,13800,311795281.0,204294240.40000004,18630000.0,21825669.67,27569550.0,24943622.480000004,92968842.15,111325398.25000001,-9343748.059999987,0.8099933477964796,0.9225672150195227,0.7021325808739691,7971.369999999937,471584.35000000003,0.016903381123652507,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
139,13900,313086782.0,205160792.46,18765000.0,21916074.740000006,27737600.0,25046942.559999995,93465617.30000001,111695175.16,-8973971.150000006,0.8133484570056935,0.9256316015782046,0.7058843971827147,369776.9099999999,496775.15,0.7443546844080262,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
140,14000,313983161.0,205741638.60000002,18900000.0,21978821.270000003,27909100.0,25118652.88,93906574.15,111835064.45000002,-8834081.859999985,0.8156771036252825,0.9267908812638389,0.7092146545461979,139889.28999999998,440956.85000000003,0.3172403150104142,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
141,14100,314427853.0,206038820.68,19035000.0,22009949.71,28113950.0,25154228.24,94313127.95,111725692.73,-8943453.579999998,0.8168323409998286,0.925884504419844,0.7122850882770768,-109371.71999999997,406553.8,-0.26902151695544346,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
142,14200,315287858.0,206572023.78,19170000.0,22070150.060000002,28273950.0,25223028.64,94737128.7,111834895.08,-8834251.230000004,0.8190664938928344,0.9267894776738973,0.7154872873580299,109202.3500000001,424000.75,0.2575522566882254,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
143,14300,315949281.0,206982106.04000002,19305000.0,22116449.67,28433950.0,25275942.48,95131342.15,111850763.89,-8818382.420000002,0.8207847630993513,0.9269209844466331,0.7184645225334142,15868.810000000056,394213.44999999995,0.04025435966225926,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
144,14400,316626724.0,207433727.44,19440000.0,22163870.68,28613950.0,25330137.92,95547958.60000001,111885768.83999999,-8783377.470000014,0.8225446496561697,0.9272110747561315,0.7216109528482189,35004.95000000001,416616.45,0.08402200633220318,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
145,14500,317474802.0,208010420.48000002,19575000.0,22223236.14,28773950.0,25397984.16,95970170.3,112040250.18000004,-8628896.129999965,0.824747818146114,0.9284912805479516,0.7247996404099922,154481.34000000003,422211.7,0.3658859761584059,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
146,14600,318760764.0,208884874.64,19710000.0,22313253.480000004,28933950.0,25500861.12,96458064.60000001,112426810.03999996,-8242336.2700000405,0.828088537935645,0.9316947494695503,0.7284843854937268,386559.86000000004,487894.3,0.7923024720723322,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
147,14700,319461190.0,209361164.32,19845000.0,22362283.300000004,29093950.0,25556895.200000003,96858128.50000001,112503035.81999998,-8166110.490000024,0.8299081305824743,0.9323264418476848,0.7315058052740043,76225.77999999997,400063.9,0.1905340121915523,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
148,14800,320159205.0,209835814.52,19980000.0,22411144.35,29253950.0,25612736.4,97257830.75,112577983.77000001,-8091162.539999992,0.8317214598440617,0.932947544692048,0.7345244937494488,74947.94999999995,399702.25,0.18750945234859187,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
149,14900,321140586.0,210474896.89999998,20115000.0,22479841.020000003,29434400.0,25691246.88,97720487.9,112754408.99999997,-7914737.310000032,0.8342709278126095,0.9344096021888892,0.7380186392209519,176425.22999999998,462657.15,0.38133038687503257,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
150,15000,321656236.0,210794878.9,20250000.0,22515936.52,29662750.0,25732498.880000003,98161185.4,112633693.5,-8035452.810000002,0.8356105025119175,0.9334092180501811,0.7413469378842875,-120715.5,440697.5,-0.2739191849284373,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
151,15100,322104389.0,211092734.10000002,20385000.0,22547307.230000004,29885150.0,25768351.119999997,98585808.35,112506925.75,-8162220.560000002,0.836774731000658,0.9323586781741938,0.7445538360330326,-126767.75,424622.95,-0.2985419181888308,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
152,15200,322684889.0,211462244.1,20520000.0,22587942.230000004,30125150.0,25814791.119999997,99047883.35,112414360.75,-8254785.560000002,0.8382827754357367,0.9315915806780186,0.7480435849080791,-92565.0,462075.0,-0.20032462262619705,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
153,15300,324089200.0,212341094.98,20655000.0,22686244.0,30324600.0,25927136.0,99592980.0,112748114.97999999,-7921031.330000013,0.8419309466479156,0.9343574428739985,0.7521603417573549,333754.2300000001,545096.65,0.6122845003725488,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
154,15400,325278029.0,213149498.70000002,20790000.0,22769462.030000005,30484600.0,26022242.32,100066304.35,113083194.35000002,-7585951.959999979,0.8450193307266584,0.9371342866675164,0.7557350495817224,335079.36999999994,473324.35000000003,0.7079275976399692,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
155,15500,325732960.0,213456649.66000003,20925000.0,22801307.200000003,30682350.0,26058636.8,100467294.0,112989355.66000004,-7679790.649999961,0.8462011673552454,0.9363566339462573,0.7587634609434988,-93838.69000000006,400989.65,-0.23401773586924265,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
156,15600,326844263.0,214212335.7,21060000.0,22879098.410000004,30912550.0,26147541.040000003,100999189.45,113213146.24999999,-7456000.060000017,0.8490881515151701,0.9382112139846793,0.7627805178028395,223790.59000000008,531895.45,0.4207416889916996,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
157,15700,327369202.0,214548184.54000002,21195000.0,22915844.140000004,31116950.0,26189536.16,101417330.3,113130854.24000001,-7538292.069999993,0.8504518575232766,0.9375292500152934,0.7659384609092583,-82292.01000000001,418140.85,-0.19680452172993865,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
158,15800,328426883.0,215257589.82000002,21330000.0,22989881.810000002,31338800.0,26274150.64,101932832.45,113324757.37000002,-7344388.939999983,0.853199540462361,0.9391361490108483,0.7698317099446889,193903.13,515502.15,0.3761441732105288,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
159,15900,329422507.0,215918235.46000004,21465000.0,23059575.490000002,31512600.0,26353800.560000002,102390976.05000001,113527259.41000003,-7141886.899999976,0.855786009424688,0.940814308227122,0.7732917675386072,202502.04000000015,458143.6,0.44200560697562985,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
160,16000,330084990.0,216368723.9,21600000.0,23105949.300000004,31672600.0,26406799.2,102785348.50000001,113583375.39999999,-7085770.910000011,0.8575070323385282,0.9412793483116504,0.7762702035365228,56115.98999999999,394372.45,0.14229186141171876,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
161,16100,334009932.0,219000394.22,21735000.0,23380695.240000006,31847050.0,26720794.560000002,103683539.80000001,115316854.41999999,-5352291.8900000155,0.8677033922715287,0.955644901338326,0.7830536522813186,1733479.02,898191.2999999999,1.9299663891200016,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
162,16200,334912331.0,219563398.68,21870000.0,23443863.17,32020150.0,26792986.479999997,104126999.65,115436399.03,-5232747.280000001,0.8700476778704445,0.9566355821681457,0.7864028131592405,119544.60999999999,443459.85,0.2695725667160172,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
163,16300,337199425.0,221118622.6,22005000.0,23603959.75,32182050.0,26975954.0,104766963.75,116351658.85,-4317487.460000008,0.8759891755090352,0.9642204524352203,0.7912360415270274,915259.8199999998,639964.1000000001,1.4301736925555664,228,30780000,384935607.0,253078387.36,30780000.0,26945492.490000002,43888900.0,30794848.56,132409241.05000001,120669146.31
